省份,大学,类型,公或民办,本或专科,985,211,双一流,城市,隶属于,地址
黑龙江,黑龙江外国语学院,语言类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市利民开发区师大南路1号
黑龙江,黑河学院,综合类,公办,普通本科,2,2,,黑河市,黑龙江省,黑龙江省黑河市学院路1号
黑龙江,哈尔滨铁道职业技术学院,理工类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市平房区哈南第二大道20号
黑龙江,绥化学院,综合类,公办,普通本科,2,2,,绥化市,黑龙江省,黑龙江省绥化市黄河南路18号
黑龙江,黑龙江职业学院,综合类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,"哈尔滨市南岗区学府路5号（第一校区）,哈尔滨市双城区迎宾路162号（第二校区）"
黑龙江,黑龙江财经学院,财经类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市利民开发区学院路99号
黑龙江,黑龙江建筑职业技术学院,理工类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市呼兰区学院路999号
黑龙江,牡丹江大学,综合类,公办,专科（高职）,2,2,,牡丹江市,黑龙江省,黑龙江省牡丹江市西地明街530号
黑龙江,黑龙江工业学院,综合类,公办,普通本科,2,2,,鸡西市,黑龙江省,黑龙江省鸡西市和平南大街99号
黑龙江,哈尔滨信息工程学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市宾西经济技术开发区大学城9号
黑龙江,黑龙江工商学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨利民开发区学院路群英街33号（原时代大街1号）
黑龙江,哈尔滨职业技术学院,综合类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市香坊区哈平路217号
黑龙江,哈尔滨华德学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨新区利民开发区学院路288号（地铁二号线终点站）
黑龙江,黑龙江农业工程职业学院,农林类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市南岗区哈双路348号
黑龙江,哈尔滨剑桥学院,综合类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市香坊区哈平路239号
黑龙江,黑龙江农垦职业学院,综合类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市利民开发区学院路660号
黑龙江,哈尔滨科学技术职业学院,综合类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市阿城区金溪路66号
黑龙江,齐齐哈尔工程学院,综合类,民办,普通本科,2,2,,齐齐哈尔市,黑龙江省教育厅,黑龙江省齐齐哈尔市喜庆路1号
黑龙江,哈尔滨远东理工学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市利民开发区学院路时代大街158号
黑龙江,哈尔滨石油学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市松北区松浦路297号
黑龙江,黑龙江司法警官职业学院,政法类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市南岗区学府路503号
黑龙江,哈尔滨电力职业技术学院,理工类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市香坊区香电街59号
黑龙江,哈尔滨体育学院,体育类,公办,普通本科,2,2,,哈尔滨市,黑龙江省,哈尔滨市南岗区大成街1号
黑龙江,黑龙江交通职业技术学院,理工类,公办,专科（高职）,2,2,,齐齐哈尔市,黑龙江省,"齐齐哈尔南校区：黑龙江省齐齐哈尔市铁锋区纺化路1号,齐齐哈尔西校区：黑龙江省齐齐哈尔市铁锋区工校街2号,哈尔滨校区：黑龙江省哈尔滨市利民开发区学院路950号"
黑龙江,黑龙江生物科技职业学院,综合类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市利民经济技术开发区学院路群英街
黑龙江,哈尔滨广厦学院,综合类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市利民开发区学院路1号
黑龙江,大庆职业学院,综合类,公办,专科（高职）,2,2,,大庆市,黑龙江省,黑龙江省大庆市萨尔图区火炬北二路1号
黑龙江,黑龙江农垦科技职业学院,农林类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市宾西开发区大学城1号
黑龙江,黑龙江民族职业学院,民族类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市哈南工业新城核心区哈南十五路1号
黑龙江,大庆医学高等专科学校,医药类,公办,专科（高职）,2,2,,大庆市,黑龙江省,黑龙江省大庆市卡尔加里路11号
黑龙江,黑龙江林业职业技术学院,农林类,公办,专科（高职）,2,2,,牡丹江市,黑龙江省,黑龙江省牡丹江市爱民区文化街99号
黑龙江,黑龙江农业经济职业学院,农林类,公办,专科（高职）,2,2,,牡丹江市,黑龙江省,黑龙江省牡丹江市西安区
黑龙江,黑龙江生态工程职业学院,农林类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市呼兰区利民开发区学院路77号
黑龙江,黑龙江工程学院昆仑旅游学院,理工类,民办,普通本科,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市二龙山风景区
黑龙江,黑龙江护理高等专科学校,医药类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,"南岗校区：黑龙江省哈尔滨市南岗区学府路209号,阿城校区：黑龙江省哈尔滨市阿城区金源路43号"
黑龙江,黑龙江幼儿师范高等专科学校,师范类,公办,专科（高职）,2,2,,牡丹江市,黑龙江省,黑龙江省牡丹江市爱民区西地明街7号
黑龙江,黑龙江旅游职业技术学院,财经类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江省哈尔滨市南岗区学府路315号
黑龙江,齐齐哈尔高等师范专科学校,师范类,公办,专科（高职）,2,2,,齐齐哈尔市,黑龙江省,黑龙江省齐齐哈尔市民航路566号
黑龙江,伊春职业学院,综合类,公办,专科（高职）,2,2,,伊春市,黑龙江省,黑龙江省伊春市伊美区花园路4号
黑龙江,黑龙江商业职业学院,财经类,公办,专科（高职）,2,2,,牡丹江市,黑龙江省,黑龙江省牡丹江市爱民区西圣林街333号
黑龙江,哈尔滨幼儿师范高等专科学校,师范类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,黑龙江哈尔滨市香坊区香东街9号
黑龙江,鹤岗师范高等专科学校,师范类,公办,专科（高职）,2,2,,鹤岗市,黑龙江省,黑龙江省鹤岗市东山区101省道旁
黑龙江,大兴安岭职业学院,综合类,公办,专科（高职）,2,2,,大兴安岭地区,黑龙江省,黑龙江省大兴安岭地区加格达奇区加红路与学府路交汇处
黑龙江,黑龙江农业职业技术学院,农林类,公办,专科（高职）,2,2,,佳木斯市,黑龙江省,黑龙江省佳木斯市前进区胜利东路248号
黑龙江,哈尔滨城市职业学院,综合类,民办,专科（高职）,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市新华开发区城市职业学院
黑龙江,黑龙江公安警官职业学院,政法类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市呼兰区利民开发区学院南路333号
黑龙江,佳木斯职业学院,综合类,公办,专科（高职）,2,2,,佳木斯市,黑龙江省,黑龙江省佳木斯市光复西路786号
黑龙江,黑龙江艺术职业学院,艺术类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市南岗区和兴路149号
黑龙江,黑龙江能源职业学院,理工类,公办,专科（高职）,2,2,,双鸭山市,黑龙江省,黑龙江省双鸭山市迎宾大道公立街1号
黑龙江,哈尔滨传媒职业学院,综合类,民办,专科（高职）,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市南岗区红旗乡（京哈公路13.5公里处）
黑龙江,哈尔滨应用职业技术学院,综合类,民办,专科（高职）,2,2,,哈尔滨市,黑龙江省教育厅,哈尔滨市道里区机场路998号
黑龙江,黑龙江冰雪体育职业学院,体育类,公办,专科（高职）,2,2,,哈尔滨市,黑龙江省,哈尔滨市松北区滨水大道8801号
黑龙江,七台河职业学院,综合类,公办,专科（高职）,2,2,,七台河市,黑龙江省,黑龙江省七台河市桃山区学府街229号
黑龙江,黑龙江三江美术职业学院,艺术类,民办,专科（高职）,2,2,,佳木斯市,黑龙江省教育厅,黑龙江省佳木斯市郊区大来社区
黑龙江,齐齐哈尔理工职业学院,理工类,民办,专科（高职）,2,2,,齐齐哈尔市,黑龙江省教育厅,齐齐哈尔市富拉尔基区和平大街249号
黑龙江,哈尔滨北方航空职业技术学院,理工类,民办,专科（高职）,2,2,,哈尔滨市,黑龙江省教育厅,黑龙江省哈尔滨市阿城区河东街道继水路1号
黑龙江,哈尔滨音乐学院,艺术类,公办,普通本科,2,2,,哈尔滨市,黑龙江省,黑龙江省松北区学子街3179号
上海,上海交通大学,综合类,公办,普通本科,1,1,双一流,上海市,教育部,上海市东川路800号
上海,同济大学,综合类,公办,普通本科,1,1,双一流,上海市,教育部,上海市四平路1239号
上海,复旦大学,综合类,公办,普通本科,1,1,双一流,上海市,教育部,上海市杨浦区邯郸路220号
上海,上海大学,综合类,公办,普通本科,2,1,双一流,上海市,上海市,宝山校区：上海市宝山区上大路99号;延长校区：上海市静安区延长路149号
上海,上海财经大学,财经类,公办,普通本科,2,1,双一流,上海市,教育部,上海市杨浦区国定路777号
上海,上海中医药大学,医药类,公办,普通本科,2,2,双一流,上海市,上海市,上海市浦东新区蔡伦路1200号
上海,华东师范大学,师范类,公办,普通本科,1,1,双一流,上海市,教育部,上海市中山北路3663号
上海,华东理工大学,理工类,公办,普通本科,2,1,双一流,上海市,教育部,上海市梅陇路130号
上海,上海理工大学,理工类,公办,普通本科,2,2,,上海市,上海市,上海市军工路516号
上海,上海师范大学,综合类,公办,普通本科,2,2,,上海市,上海市,徐汇校区地址为桂林路100号：奉贤校区地址为海思路100号
上海,东华大学,理工类,公办,普通本科,2,1,双一流,上海市,教育部,上海市延安西路1882号
上海,上海海事大学,理工类,公办,普通本科,2,2,,上海市,上海市,上海市浦东新区海港大道1550号
上海,上海立信会计金融学院,财经类,公办,普通本科,2,2,,上海市,上海市,浦东校区：上海市浦东新区上川路995号;松江校区：上海市松江区文翔路2800号
上海,华东政法大学,政法类,公办,普通本科,2,2,,上海市,上海市,上海市松江大学园区龙源路555号
上海,上海工程技术大学,理工类,公办,普通本科,2,2,,上海市,上海市,上海市松江区龙腾路333号
上海,上海外国语大学,语言类,公办,普通本科,2,1,双一流,上海市,教育部,上海市虹口区大连西路550号
上海,上海海洋大学,综合类,公办,普通本科,2,2,双一流,上海市,上海市,上海市浦东新区临港新城护城环路999号
上海,上海应用技术大学,理工类,公办,普通本科,2,2,,上海市,上海市,奉贤校区：上海市奉贤区海泉路100号;徐汇校区：上海市徐汇区漕宝路120号
上海,上海海关学院,财经类,公办,普通本科,2,2,,上海市,海关总署,上海市浦东新区华夏西路5677号
上海,上海对外经贸大学,财经类,公办,普通本科,2,2,,上海市,上海市,上海市松江区文翔路1900号
上海,上海商学院,财经类,公办,普通本科,2,2,,上海市,上海市,"奉浦校区地址为上海市奉贤区奉浦大道123 号,交通路院区地址为上海市普陀区交通路1933号"
上海,上海第二工业大学,理工类,公办,普通本科,2,2,,上海市,上海市,上海市浦东新区金海路2360号
上海,上海电力大学,理工类,公办,普通本科,2,2,,上海市,上海市,上海市杨浦区长阳路2588号
上海,上海政法学院,政法类,公办,普通本科,2,2,,上海市,上海市,上海市青浦区外青松公路7989号
上海,上海电机学院,理工类,公办,普通本科,2,2,,上海市,上海市,"临港校区：上海市浦东新区水华路300号,闵行校区：上海市闵行区江川路690号"
上海,海军军医大学,军事类,公办,普通本科,2,1,双一流,上海市,解放军总后勤部,上海市翔殷路800号
上海,上海建桥学院,财经类,民办,普通本科,2,2,,上海市,上海市教委,校本部地址为上海市浦东新区沪城环路1111号
上海,上海杉达学院,财经类,民办,普通本科,2,2,,上海市,上海市教委,金海校区：上海市浦东新区金海路2727号;嘉善校区： 浙江省嘉善县人民大道505号
上海,上海外国语大学贤达经济人文学院,财经类,民办,普通本科,2,2,,上海市,上海市教委,"虹口校区地址为上海市虹口区东体育会路390号,崇明校区地址为上海市崇明区东滩大道999号"
上海,上海体育学院,体育类,公办,普通本科,2,2,双一流,上海市,上海市,上海市杨浦区清源环路650号
上海,上海师范大学天华学院,综合类,民办,普通本科,2,2,,上海市,上海市教委,上海市嘉定区胜辛北路1661号
上海,上海健康医学院,医药类,公办,普通本科,2,2,,上海市,上海市,上海市浦东新区周祝公路279号
上海,上海民航职业技术学院,综合类,公办,专科（高职）,2,2,,上海市,交通运输部,上海市徐汇区龙华西路1号
上海,上海戏剧学院,艺术类,公办,普通本科,2,2,,上海市,上海市,上海市华山路630号;莲花路校区：上海市莲花路211号
上海,上海震旦职业学院,财经类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市宝山区罗店镇市一路88号
上海,上海音乐学院,艺术类,公办,普通本科,2,2,双一流,上海市,上海市,上海市汾阳路20号
上海,上海科技大学,理工类,公办,普通本科,2,2,,上海市,上海市 中国科学院,上海市浦东新区华夏中路393号;岳阳路校区地址为上海市徐汇区岳阳路319号8号楼
上海,上海旅游高等专科学校,财经类,公办,专科（高职）,2,2,,上海市,上海市,上海市奉贤区海思路500号
上海,上海东海职业技术学院,综合类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市闵行区虹梅南路6001号
上海,上海电子信息职业技术学院,理工类,公办,专科（高职）,2,2,,上海市,上海市,上海市奉贤区瓦洪公路3098号
上海,上海城建职业学院,综合类,公办,专科（高职）,2,2,,上海市,上海市,"奉贤校区地址:南亭公路2080号,杨浦校区地址:军工路2360号"
上海,上海立达学院,财经类,民办,普通本科,2,2,,上海市,上海市教委,上海市松江区车亭公路1788 号
上海,上海视觉艺术学院,艺术类,民办,普通本科,2,2,,上海市,上海市教委,上海市松江区文翔路2200号
上海,上海济光职业技术学院,理工类,民办,专科（高职）,2,2,,上海市,上海市教委,"宝山校区地址为上海市宝山区水产路2859号,杨浦校区地址为上海市杨浦区武东路51号"
上海,上海出版印刷高等专科学校,综合类,公办,专科（高职）,2,2,,上海市,上海市,"校本部地址为杨浦区水丰路100号,营口路校区地址为杨浦区营口路101号"
上海,上海工商外国语职业学院,语言类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市浦东新区惠南镇观海路505号
上海,上海工艺美术职业学院,艺术类,公办,专科（高职）,2,2,,上海市,上海市,上海市嘉定区嘉行公路851号
上海,上海纽约大学,综合类,中外合作办学,普通本科,2,2,,上海市,上海市教委,上海市浦东新区世纪大道1555号
上海,上海科学技术职业学院,理工类,公办,专科（高职）,2,2,,上海市,上海市,上海市嘉定区金沙路280号
上海,上海中侨职业技术大学,财经类,民办,普通本科,2,2,,上海市,上海市教委,上海市金山区漕廊公路3888号
上海,上海工商职业技术学院,综合类,民办,专科（高职）,2,2,,上海市,上海市教委,"上海市嘉定区外冈镇冈峰路68号,上海市青浦区华新镇新凤北路565号"
上海,上海交通职业技术学院,理工类,公办,专科（高职）,2,2,,上海市,上海市,"上海市宝山区呼兰路883号,上海市浦东新区下盐路2888号"
上海,上海邦德职业技术学院,综合类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市宝山区锦秋路299号
上海,上海农林职业技术学院,农林类,公办,专科（高职）,2,2,,上海市,上海市,上海市松江区中山二路658号
上海,上海思博职业技术学院,财经类,民办,专科（高职）,2,2,,上海市,上海市教委,南汇惠南镇城南路1408号
上海,上海电影艺术职业学院,艺术类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市浦东新区达尔文路188号
上海,上海海事职业技术学院,理工类,公办,专科（高职）,2,2,,上海市,上海市,上海市浦东新区源深路158号
上海,上海行健职业学院,财经类,公办,专科（高职）,2,2,,上海市,上海市,上海市静安区原平路55号
上海,上海兴伟学院,综合类,民办,普通本科,2,2,,上海市,上海市教委,上海市浦东新区勤奋路1号
上海,上海民远职业技术学院,财经类,民办,专科（高职）,2,2,,上海市,上海市教委,上海市浦东新区唐陆路3892号
上海,复旦大学上海医学院,医药类,公办,普通本科,1,1,,上海市,,上海市医学院路138号
上海,上海公安学院,政法类,公办,普通本科,2,2,,上海市,上海市,浦东新区崇景路100号
江苏,南京大学,综合类,公办,普通本科,1,1,双一流,南京市,教育部,仙林校区地址：江苏省南京市仙林大道163号;鼓楼校区地址：江苏省南京市汉口路22号
江苏,苏州大学,综合类,公办,普通本科,2,1,双一流,苏州市,江苏省,天赐庄校区：江苏省苏州市十梓街1号;独墅湖校区：苏州工业园区仁爱路199号
江苏,东南大学,综合类,公办,普通本科,1,1,双一流,南京市,教育部,南京市江宁区东南大学路2号
江苏,江南大学,综合类,公办,普通本科,2,1,双一流,无锡市,教育部,江苏省无锡市蠡湖大道1800号
江苏,扬州大学,综合类,公办,普通本科,2,2,,扬州市,江苏省,江苏省扬州市大学南路88号
江苏,河海大学,理工类,公办,普通本科,2,1,双一流,南京市,教育部,江苏省南京市鼓楼区西康路1号;江苏省南京市江宁区佛城西路8号
江苏,南京师范大学,师范类,公办,普通本科,2,1,双一流,南京市,江苏省,南京市栖霞区文苑路1号
江苏,南京理工大学,理工类,公办,普通本科,2,1,双一流,南京市,工业和信息化部,江苏省南京市孝陵卫200号
江苏,南京航空航天大学,理工类,公办,普通本科,2,1,双一流,南京市,工业和信息化部,明故宫校区：江苏省南京市秦淮区御道街29号;将军路校区：南京市江宁区将军大道29号
江苏,南京财经大学,财经类,公办,普通本科,2,2,,南京市,江苏省,南京市仙林大学城文苑路3号
江苏,南京邮电大学,理工类,公办,普通本科,2,2,双一流,南京市,江苏省,仙林校区地址：南京市亚东新城区文苑路9号;三牌楼校区地址：南京市新模范马路66号
江苏,南京审计大学,财经类,公办,普通本科,2,2,,南京市,江苏省,江苏省南京市浦口区江浦街道雨山西路86号
江苏,南通大学,综合类,公办,普通本科,2,2,,南通市,江苏省,"南通市啬园路9号,启秀路19号"
江苏,中国药科大学,医药类,公办,普通本科,2,1,双一流,南京市,教育部,江苏省南京市鼓楼区中央路童家巷24号（玄武门校区）;江苏省南京市江宁区龙眠大道639号（江宁校区）
江苏,中国矿业大学,综合类,公办,普通本科,2,1,双一流,徐州市,教育部,江苏省徐州市大学路1号
江苏,南京工业大学,理工类,公办,普通本科,2,2,,南京市,江苏省,南京市江北新区浦珠南路30号
江苏,江苏大学,综合类,公办,普通本科,2,2,,镇江市,江苏省,江苏省镇江市学府路301号
江苏,南京农业大学,农林类,公办,普通本科,2,1,双一流,南京市,教育部,江苏省南京市玄武区卫岗1号
江苏,苏州科技大学,综合类,公办,普通本科,2,2,,苏州市,江苏省,苏州市虎丘区学府路99号
江苏,南京工程学院,理工类,公办,普通本科,2,2,,南京市,江苏省,南京市江宁科学园弘景大道1号
江苏,南京信息工程大学,理工类,公办,普通本科,2,2,双一流,南京市,江苏省,江苏省南京市宁六路219号
江苏,南京林业大学,农林类,公办,普通本科,2,2,双一流,南京市,江苏省,江苏省南京市龙蟠路159号
江苏,江苏师范大学,师范类,公办,普通本科,2,2,,徐州市,江苏省,江苏省徐州市铜山新区上海路101号;江苏省徐州市云龙区和平路57号
江苏,江苏科技大学,理工类,公办,普通本科,2,2,,镇江市,江苏省,东校区：江苏省镇江市梦溪路2号;西校区：江苏省镇江市南徐大道西段
江苏,常州大学,理工类,公办,普通本科,2,2,,常州市,江苏省,科教城校区：江苏省常州市武进区滆湖路;白云校区：江苏省常州市钟楼区白云路
江苏,南京中医药大学,医药类,公办,普通本科,2,2,双一流,南京市,江苏省,南京仙林大学城仙林大道138号
江苏,南京晓庄学院,师范类,公办,普通本科,2,2,,南京市,江苏省,南京市江宁区弘景大道3601号
江苏,南京医科大学,医药类,公办,普通本科,2,2,,南京市,江苏省,南京市江宁区龙眠大道101号
江苏,江苏理工学院,理工类,公办,普通本科,2,2,,常州市,江苏省,江苏省常州市中吴大道1801号
江苏,徐州医科大学,医药类,公办,普通本科,2,2,,徐州市,江苏省,徐州市铜山路209号
江苏,南通理工学院,综合类,民办,普通本科,2,2,,南通市,江苏省教育厅,"南通校区（校本部）：江苏省南通市港闸经济开发区永兴路14号,海安新校区：江苏省海安市经济技术开发区上湖大道1号"
江苏,西交利物浦大学,综合类,中外合作办学,普通本科,2,2,,苏州市,江苏省教育厅,苏州工业园区独墅湖科教创新区仁爱路111号
江苏,南京传媒学院,艺术类,民办,普通本科,2,2,,南京市,江苏省教育厅,江苏省南京市江宁区科学园弘景大道3666号
江苏,徐州工程学院,综合类,公办,普通本科,2,2,,徐州市,江苏省,江苏省徐州市云龙区丽水路2号
江苏,金陵科技学院,理工类,公办,普通本科,2,2,,南京市,江苏省,南京市江宁区弘景大道99号
江苏,江苏第二师范学院,师范类,公办,普通本科,2,2,,南京市,江苏省,"草场门校区地址：南京市鼓楼区北京西路77号,浦口校区地址：南京市浦口区沿江街道浦洲路3号"
江苏,三江学院,综合类,民办,普通本科,2,2,,南京市,江苏省教育厅,"主校区地址：江苏省南京市雨花台区铁心桥龙西路310号,东校区地址：江苏省南京市雨花台区铁心桥花神大道128号"
江苏,南京森林警察学院,政法类,公办,普通本科,2,2,,南京市,公安部,江苏省南京市栖霞区仙林大学城文澜路28号
江苏,南京理工大学泰州科技学院,理工类,民办,普通本科,2,2,,泰州市,江苏省教育厅,江苏省泰州市梅兰东路8号
江苏,江苏警官学院,政法类,公办,普通本科,2,2,,南京市,江苏省,南京市浦口区石佛寺三宫48号
江苏,南京工业职业技术大学,理工类,公办,普通本科,2,2,,南京市,江苏省,南京市栖霞区仙林大学城羊山北路1号
江苏,常州工学院,理工类,公办,普通本科,2,2,,常州市,江苏省,辽河路校区：常州市辽河路666号;巫山路校区：常州市巫山路1号
江苏,中国矿业大学徐海学院,综合类,民办,普通本科,2,2,,徐州市,江苏省教育厅,江苏省徐州市金山东路1号
江苏,盐城师范学院,师范类,公办,普通本科,2,2,,盐城市,江苏省,通榆校区：江苏省盐城市开放大道50号;新长校区：江苏省盐城市希望大道南路2号
江苏,淮阴师范学院,师范类,公办,普通本科,2,2,,淮安市,江苏省,"江苏省淮安市长江西路111号（王营校区）,江苏省淮安市交通路71号（交通路校区）"
江苏,南京铁道职业技术学院,理工类,公办,专科（高职）,2,2,,南京市,江苏省,南京市浦口区珍珠南路65号
江苏,南京航空航天大学金城学院,理工类,民办,普通本科,2,2,,南京市,江苏省教育厅,南京市江宁区禄口街道航金大道88号
江苏,盐城工学院,理工类,公办,普通本科,2,2,,盐城市,江苏省,江苏省盐城市希望大道中路1号;江苏省盐城市建军东路211号
江苏,南京工业大学浦江学院,理工类,民办,普通本科,2,2,,南京市,江苏省教育厅,"南京市江宁区汤峰路96号（江宁校区）,南京市溧水区励学路9号（溧水校区）"
江苏,南京艺术学院,艺术类,公办,普通本科,2,2,,南京市,江苏省,南京市北京西路74号
江苏,淮阴工学院,理工类,公办,普通本科,2,2,,淮安市,江苏省,江苏省淮安市枚乘东路1号
江苏,常熟理工学院,理工类,公办,普通本科,2,2,,苏州市,江苏省,"东湖校区：江苏省常熟市南三环路99号,东南校区：江苏省常熟市湖山路99号"
江苏,中国人民解放军陆军工程大学,军事类,公办,普通本科,2,2,,南京市,解放军总参谋部,"海福巷校区：江苏省南京市秦淮区后标营路88号,双龙街校区：江苏省南京市江宁区双龙大道60号"
江苏,南京大学金陵学院,综合类,民办,普通本科,2,2,,南京市,江苏省教育厅,江苏省南京市浦口区学府路8号
江苏,南京师范大学中北学院,综合类,民办,普通本科,2,2,,南京市,江苏省教育厅,江苏省镇江市丹阳市正德路8号
江苏,苏州职业大学,理工类,公办,专科（高职）,2,2,,苏州市,江苏省,苏州国际教育园南区致能大道106号
江苏,扬州大学广陵学院,综合类,民办,普通本科,2,2,,扬州市,江苏省教育厅,江苏省扬州市邗江南路199号
江苏,东南大学成贤学院,综合类,民办,普通本科,2,2,,南京市,江苏省教育厅,江苏省南京市江北新区东大路6号
江苏,南京财经大学红山学院,综合类,民办,普通本科,2,2,,镇江市,江苏省教育厅,福建路校区位于南京市鼓楼区铁路北街128号
江苏,南京师范大学泰州学院,师范类,民办,普通本科,2,2,,泰州市,江苏省教育厅,江苏省泰州市海陵区济川东路96号
江苏,无锡太湖学院,综合类,民办,普通本科,2,2,,无锡市,江苏省教育厅,江苏省无锡市钱荣路68号
江苏,无锡职业技术学院,理工类,公办,专科（高职）,2,2,,无锡市,江苏省,"（太湖校区）：江苏省无锡市大学城高浪西路1600号,（中桥校区）：江苏省无锡市中南路258号"
江苏,无锡学院,理工类,公办,普通本科,2,2,,无锡市,江苏省,江苏省无锡市锡山大道333号
江苏,苏州城市学院,综合类,公办,普通本科,2,2,,苏州市,江苏省,江苏省苏州市吴中区吴中大道1188号
江苏,苏州卫生职业技术学院,医药类,公办,专科（高职）,2,2,,苏州市,江苏省,"石湖校区：苏州国际教育园北区科华路28号,书院校区：苏州市书院巷20号"
江苏,江苏大学京江学院,综合类,民办,普通本科,2,2,,镇江市,江苏省教育厅,镇江市学府路301号
江苏,江苏师范大学科文学院,综合类,民办,普通本科,2,2,,徐州市,江苏省教育厅,江苏省徐州市铜山新区上海路101号
江苏,南京理工大学紫金学院,理工类,民办,普通本科,2,2,,南京市,江苏省教育厅,南京仙林大学城文澜路89号
江苏,泰州学院,综合类,公办,普通本科,2,2,,泰州市,江苏省,江苏省泰州市济川东路93号
江苏,南京邮电大学通达学院,综合类,民办,普通本科,2,2,,扬州市,江苏省教育厅,江苏省扬州市润扬南路33号
江苏,江苏建筑职业技术学院,理工类,公办,专科（高职）,2,2,,徐州市,江苏省,江苏省徐州市泉山区学苑路26号
江苏,苏州大学应用技术学院,综合类,民办,普通本科,2,2,,苏州市,江苏省教育厅,江苏省苏州市昆山周庄大学路1号
江苏,苏州科技大学天平学院,综合类,民办,普通本科,2,2,,苏州市,江苏省教育厅,苏州市高新区长江路55号
江苏,常州信息职业技术学院,理工类,公办,专科（高职）,2,2,,常州市,江苏省,江苏省常州信息职业技术学院（鸣新中路22号）
江苏,南京特殊教育师范学院,师范类,公办,普通本科,2,2,,南京市,江苏省,江苏省南京市栖霞区神农路1号
江苏,扬州工业职业技术学院,理工类,公办,专科（高职）,2,2,,扬州市,江苏省,江苏省扬州市华扬西路199号
江苏,宿迁学院,综合类,公办,普通本科,2,2,,宿迁市,江苏省教育厅,江苏省宿迁市黄河南路399号
江苏,江苏卫生健康职业学院,医药类,公办,专科（高职）,2,2,,南京市,江苏省,南京市浦口区黄山岭路69号
江苏,南通大学杏林学院,综合类,民办,普通本科,2,2,,南通市,江苏省教育厅,"启东校区（江苏南通启东市南海路1号）,崇川校区（江苏南通崇川区通京大道999号）"
江苏,常州大学怀德学院,理工类,民办,普通本科,2,2,,泰州市,江苏省教育厅,江苏省靖江市新港大道136号
江苏,常州纺织服装职业技术学院,理工类,公办,专科（高职）,2,2,,常州市,江苏省,常州市武进区滆湖中路53号
江苏,江苏海事职业技术学院,综合类,公办,专科（高职）,2,2,,南京市,江苏省,南京市江宁大学城格致路309号
江苏,南京医科大学康达学院,综合类,民办,普通本科,2,2,,连云港市,江苏省教育厅,江苏省连云港市海州区花果山大道春晖路88号
江苏,江苏科技大学苏州理工学院,综合类,民办,普通本科,2,2,,苏州市,江苏省教育厅,江苏省张家港市长兴中路8号科技新城
江苏,江苏航运职业技术学院,理工类,公办,专科（高职）,2,2,,南通市,江苏省,江苏省南通经济技术开发区通盛大道185号
江苏,无锡商业职业技术学院,财经类,公办,专科（高职）,2,2,,无锡市,江苏省,江苏省无锡市钱胡路809号
江苏,苏州经贸职业技术学院,财经类,公办,专科（高职）,2,2,,苏州市,江苏省,苏州市国际教育园北区学府路287号
